year_month,hotel,country,meal,market_segment,reserved_room_type,booking_id,adult_nights,children_nights,stays_in_weekend_nights,stays_in_week_nights,room_nights,revenue,adr,average_stay
2017-05,City Hotel,PER,BB,Online TA,D,1,8,0,0,4,4,760.0,190.0,4.0
2017-05,City Hotel,POL,BB,Direct,A,1,8,4,0,4,4,448.0,112.0,4.0
2017-05,City Hotel,POL,BB,Groups,A,3,7,0,2,5,7,850.0,121.42857142857143,2.3333333333333335
2017-05,City Hotel,POL,BB,Offline TA/TO,A,2,8,0,1,4,5,547.3,109.46,2.5
2017-05,City Hotel,POL,BB,Online TA,A,5,16,0,4,7,11,1685.0,153.1818181818182,2.2
2017-05,City Hotel,POL,BB,Online TA,D,1,12,0,1,5,6,990.0,165.0,6.0
2017-05,City Hotel,POL,BB,Online TA,F,1,6,6,0,3,3,594.0,198.0,3.0
2017-05,City Hotel,POL,SC,Online TA,A,3,20,0,3,8,11,1344.0,122.18181818181819,3.6666666666666665
2017-05,City Hotel,PRT,BB,Aviation,A,5,7,0,1,6,7,744.0,106.28571428571429,1.4
2017-05,City Hotel,PRT,BB,Aviation,D,2,4,0,2,2,4,440.0,110.0,2.0
2017-05,City Hotel,PRT,BB,Corporate,A,57,96,0,14,72,86,6654.0,77.37209302325581,1.5087719298245614
2017-05,City Hotel,PRT,BB,Corporate,D,2,2,0,0,2,2,220.0,110.0,1.0
2017-05,City Hotel,PRT,BB,Corporate,E,3,17,0,5,12,17,2314.0,136.11764705882354,5.666666666666667
2017-05,City Hotel,PRT,BB,Direct,A,19,74,3,7,37,44,5518.01,125.4093181818182,2.3157894736842106
2017-05,City Hotel,PRT,BB,Direct,B,2,8,4,0,4,4,718.0,179.5,2.0
2017-05,City Hotel,PRT,BB,Direct,D,7,14,0,0,8,8,1285.5,160.6875,1.1428571428571428
2017-05,City Hotel,PRT,BB,Direct,E,2,7,6,1,3,4,650.0,162.5,2.0
2017-05,City Hotel,PRT,BB,Direct,G,2,12,0,3,3,6,1134.99,189.165,3.0
2017-05,City Hotel,PRT,BB,Groups,A,43,140,0,52,50,102,12071.0,118.34313725490196,2.372093023255814
2017-05,City Hotel,PRT,BB,Groups,D,2,12,0,2,2,4,660.0,165.0,2.0
2017-05,City Hotel,PRT,BB,Offline TA/TO,A,50,189,0,30,78,108,10739.72,99.44185185185185,2.16
2017-05,City Hotel,PRT,BB,Offline TA/TO,D,3,11,0,2,5,7,1089.0,155.57142857142858,2.3333333333333335
2017-05,City Hotel,PRT,BB,Offline TA/TO,E,1,1,0,0,1,1,215.0,215.0,1.0
2017-05,City Hotel,PRT,BB,Online TA,A,36,106,3,10,51,61,8424.6,138.1081967213115,1.6944444444444444
2017-05,City Hotel,PRT,BB,Online TA,D,16,65,0,9,22,31,4719.9400000000005,152.2561290322581,1.9375
2017-05,City Hotel,PRT,BB,Online TA,E,2,4,0,1,1,2,420.0,210.0,1.0
2017-05,City Hotel,PRT,BB,Online TA,F,1,6,3,0,3,3,672.0,224.0,3.0
2017-05,City Hotel,PRT,BB,Online TA,G,2,10,0,1,2,3,754.2,251.4,1.5
2017-05,City Hotel,PRT,HB,Offline TA/TO,A,5,27,0,5,10,15,2371.5,158.1,3.0
2017-05,City Hotel,PRT,SC,Direct,A,1,1,0,0,1,1,159.0,159.0,1.0
2017-05,City Hotel,PRT,SC,Offline TA/TO,A,3,7,0,0,4,4,344.29999999999995,86.07499999999999,1.3333333333333333
2017-05,City Hotel,PRT,SC,Offline TA/TO,E,1,0,0,0,1,1,200.0,200.0,1.0
2017-05,City Hotel,PRT,SC,Online TA,A,20,59,0,3,32,35,4710.45,134.5842857142857,1.75
2017-05,City Hotel,PRT,SC,Online TA,D,1,2,0,0,1,1,112.92,112.92,1.0
2017-05,City Hotel,ROU,BB,Direct,A,3,24,0,0,12,12,1431.0,119.25,4.0
2017-05,City Hotel,ROU,BB,Groups,A,1,3,0,1,2,3,390.0,130.0,3.0
2017-05,City Hotel,ROU,BB,Offline TA/TO,A,1,2,0,0,2,2,260.0,130.0,2.0
2017-05,City Hotel,ROU,BB,Online TA,A,2,10,0,0,5,5,763.0,152.6,2.5
2017-05,City Hotel,ROU,BB,Online TA,D,1,6,0,2,1,3,441.0,147.0,3.0
2017-05,City Hotel,ROU,SC,Online TA,A,3,15,0,5,4,9,1308.0,145.33333333333334,3.0
2017-05,City Hotel,RUS,BB,Direct,A,1,8,0,2,2,4,468.0,117.0,4.0
2017-05,City Hotel,RUS,BB,Groups,A,3,7,0,0,7,7,850.0,121.42857142857143,2.3333333333333335
2017-05,City Hotel,RUS,BB,Offline TA/TO,A,1,3,0,0,3,3,390.0,130.0,3.0
2017-05,City Hotel,RUS,BB,Online TA,A,1,12,0,1,5,6,792.0,132.0,6.0
2017-05,City Hotel,RUS,BB,Online TA,D,1,6,0,0,3,3,440.34000000000003,146.78,3.0
2017-05,City Hotel,RUS,BB,Online TA,G,1,21,0,2,5,7,1489.6000000000001,212.8,7.0
2017-05,City Hotel,RUS,SC,Online TA,A,4,14,0,0,7,7,822.0,117.42857142857143,1.75
2017-05,City Hotel,SRB,BB,Groups,A,1,4,0,0,2,2,280.0,140.0,2.0
2017-05,City Hotel,SRB,BB,Online TA,G,1,8,0,0,4,4,881.6,220.4,4.0
2017-05,City Hotel,SRB,SC,Online TA,A,1,16,0,2,6,8,1160.0,145.0,8.0
2017-05,City Hotel,STP,SC,Direct,A,1,4,0,0,2,2,220.0,110.0,2.0
2017-05,City Hotel,SVK,BB,Online TA,A,2,14,0,2,5,7,790.77,112.96714285714286,3.5
2017-05,City Hotel,SVN,BB,Aviation,A,1,2,0,2,0,2,300.0,150.0,2.0
2017-05,City Hotel,SWE,BB,Groups,A,3,12,0,2,7,9,1080.0,120.0,3.0
2017-05,City Hotel,SWE,BB,Online TA,A,12,76,0,13,35,48,5944.24,123.83833333333332,4.0
2017-05,City Hotel,SWE,BB,Online TA,D,9,59,0,9,28,37,5103.66,137.93675675675675,4.111111111111111
2017-05,City Hotel,SWE,BB,Online TA,E,1,10,0,0,5,5,810.0,162.0,5.0
2017-05,City Hotel,SWE,SC,Online TA,A,3,44,0,6,16,22,2141.25,97.32954545454545,7.333333333333333
2017-05,City Hotel,THA,SC,Online TA,A,1,4,0,1,1,2,290.0,145.0,2.0
2017-05,City Hotel,TUR,BB,Groups,A,1,2,0,0,2,2,260.0,130.0,2.0
2017-05,City Hotel,TUR,BB,Online TA,A,1,10,0,1,4,5,810.0,162.0,5.0
2017-05,City Hotel,TUR,BB,Online TA,F,1,2,2,0,1,1,260.0,260.0,1.0
2017-05,City Hotel,TUR,SC,Online TA,A,1,6,0,0,3,3,459.99,153.33,3.0
2017-05,City Hotel,TWN,BB,Groups,A,1,4,0,2,2,4,440.0,110.0,4.0
2017-05,City Hotel,TWN,BB,Online TA,D,1,14,0,2,5,7,1088.99,155.57,7.0
2017-05,City Hotel,UKR,BB,Offline TA/TO,A,1,6,0,2,1,3,318.0,106.0,3.0
2017-05,City Hotel,URY,BB,Offline TA/TO,A,2,10,0,2,3,5,454.5,90.9,2.5
2017-05,City Hotel,URY,BB,Online TA,A,2,10,0,3,2,5,890.0,178.0,2.5
2017-05,City Hotel,URY,SC,Online TA,A,1,2,0,0,1,1,126.0,126.0,1.0
2017-05,City Hotel,USA,BB,Direct,A,13,50,0,16,12,28,3455.0,123.39285714285714,2.1538461538461537
2017-05,City Hotel,USA,BB,Direct,D,4,15,0,0,7,7,974.52,139.21714285714285,1.75
2017-05,City Hotel,USA,BB,Groups,A,3,8,0,5,3,8,880.0,110.0,2.6666666666666665
2017-05,City Hotel,USA,BB,Offline TA/TO,A,1,2,0,0,1,1,89.1,89.1,1.0
2017-05,City Hotel,USA,BB,Online TA,A,16,67,4,16,19,35,4626.98,132.19942857142857,2.1875
2017-05,City Hotel,USA,BB,Online TA,D,18,79,0,17,24,41,6110.64,149.04000000000002,2.2777777777777777
2017-05,City Hotel,USA,BB,Online TA,E,4,34,0,3,12,15,2960.0,197.33333333333334,3.75
2017-05,City Hotel,USA,BB,Online TA,G,2,6,0,0,3,3,812.0,270.6666666666667,1.5
2017-05,City Hotel,USA,HB,Direct,D,2,4,0,0,2,2,490.0,245.0,1.0
2017-05,City Hotel,USA,SC,Direct,A,1,1,0,1,0,1,120.0,120.0,1.0
2017-05,City Hotel,USA,SC,Offline TA/TO,A,1,2,0,0,1,1,80.1,80.1,1.0
2017-05,City Hotel,USA,SC,Offline TA/TO,E,1,2,0,0,2,2,380.0,190.0,2.0
2017-05,City Hotel,USA,SC,Online TA,A,32,111,0,19,40,59,7267.05,123.17033898305085,1.84375
2017-05,City Hotel,VEN,SC,Online TA,A,1,2,0,0,1,1,126.0,126.0,1.0
2017-05,City Hotel,ZAF,BB,Direct,A,2,6,0,0,3,3,402.29999999999995,134.1,1.5
2017-05,City Hotel,ZAF,SC,Offline TA/TO,A,1,4,0,2,0,2,160.2,80.1,2.0
2017-05,City Hotel,ZAF,SC,Online TA,A,1,4,0,0,2,2,178.0,89.0,2.0
2017-05,Resort Hotel,ARG,BB,Online TA,E,1,4,0,0,2,2,196.8,98.4,2.0
2017-05,Resort Hotel,AUS,BB,Direct,E,1,1,0,0,1,1,100.0,100.0,1.0
2017-05,Resort Hotel,AUS,BB,Online TA,A,1,2,0,0,2,2,132.0,66.0,2.0
2017-05,Resort Hotel,AUS,BB,Online TA,D,1,2,0,0,1,1,112.0,112.0,1.0
2017-05,Resort Hotel,AUS,BB,Online TA,E,1,6,0,0,3,3,226.79999999999998,75.6,3.0
2017-05,Resort Hotel,AUT,BB,Offline TA/TO,D,3,6,0,0,3,3,186.0,62.0,1.0
2017-05,Resort Hotel,AUT,BB,Online TA,F,1,6,0,0,3,3,354.6,118.2,3.0
2017-05,Resort Hotel,AUT,BB,Online TA,G,1,4,0,0,2,2,374.0,187.0,2.0
2017-05,Resort Hotel,BEL,BB,Direct,A,1,6,0,0,3,3,275.01,91.67,3.0
2017-05,Resort Hotel,BEL,BB,Direct,D,2,14,0,3,4,7,630.0,90.0,3.5
2017-05,Resort Hotel,BEL,BB,Direct,F,2,28,0,6,15,21,2520.0,120.0,10.5
2017-05,Resort Hotel,BEL,BB,Online TA,A,4,16,0,2,6,8,617.1,77.1375,2.0
2017-05,Resort Hotel,BEL,BB,Online TA,D,4,32,0,6,10,16,1087.04,67.94,4.0
2017-05,Resort Hotel,BEL,BB,Online TA,E,3,34,0,5,10,15,1858.79,123.91933333333333,5.0
2017-05,Resort Hotel,BEL,HB,Offline TA/TO,A,2,38,0,4,15,19,1664.8,87.62105263157895,9.5
2017-05,Resort Hotel,BEL,HB,Offline TA/TO,E,1,14,0,2,5,7,861.0,123.0,7.0
2017-05,Resort Hotel,BRA,BB,Direct,A,4,14,0,2,6,8,456.3,57.0375,2.0
2017-05,Resort Hotel,BRA,BB,Groups,D,9,18,0,0,9,9,558.0,62.0,1.0
2017-05,Resort Hotel,BRA,BB,Online TA,A,13,72,0,10,26,36,2684.0,74.55555555555556,2.769230769230769
2017-05,Resort Hotel,BRA,BB,Online TA,C,1,4,0,0,2,2,196.08,98.04,2.0
2017-05,Resort Hotel,BRA,BB,Online TA,D,5,26,0,10,3,13,1098.8,84.52307692307691,2.6
2017-05,Resort Hotel,BRA,BB,Online TA,E,2,12,0,0,6,6,711.0,118.5,3.0
2017-05,Resort Hotel,BRA,BB,Online TA,G,1,4,0,0,2,2,256.88,128.44,2.0
2017-05,Resort Hotel,BRA,HB,Online TA,G,1,8,0,0,4,4,357.0,89.25,4.0
2017-05,Resort Hotel,CHE,BB,Direct,F,1,4,0,0,2,2,254.0,127.0,2.0
2017-05,Resort Hotel,CHE,BB,Offline TA/TO,D,3,6,0,0,3,3,214.0,71.33333333333333,1.0
2017-05,Resort Hotel,CHE,BB,Offline TA/TO,E,1,6,0,0,3,3,194.39999999999998,64.8,3.0
2017-05,Resort Hotel,CHE,BB,Online TA,A,1,8,0,2,2,4,338.0,84.5,4.0
2017-05,Resort Hotel,CHE,BB,Online TA,C,1,10,10,1,4,5,660.0,132.0,5.0
2017-05,Resort Hotel,CHE,BB,Online TA,D,2,20,0,4,6,10,833.61,83.361,5.0
2017-05,Resort Hotel,CHE,BB,Online TA,E,3,30,0,4,11,15,1749.1100000000001,116.60733333333334,5.0
2017-05,Resort Hotel,CHE,HB,Online TA,E,3,35,0,6,15,21,3322.06,158.19333333333333,7.0
2017-05,Resort Hotel,CHN,BB,Online TA,A,1,2,0,0,1,1,65.0,65.0,1.0
2017-05,Resort Hotel,CN,BB,Direct,D,1,14,0,2,5,7,493.21999999999997,70.46,7.0
2017-05,Resort Hotel,CN,BB,Direct,E,2,14,0,1,6,7,832.0,118.85714285714286,3.5
2017-05,Resort Hotel,CN,BB,Groups,E,18,96,0,0,54,54,3787.98,70.14777777777778,3.0
2017-05,Resort Hotel,CN,BB,Offline TA/TO,A,22,172,0,40,46,86,4948.9400000000005,57.54581395348838,3.909090909090909
2017-05,Resort Hotel,CN,BB,Offline TA/TO,E,2,26,0,4,9,13,936.0,72.0,6.5
2017-05,Resort Hotel,CN,BB,Online TA,A,10,48,0,4,20,24,1761.8400000000001,73.41000000000001,2.4
2017-05,Resort Hotel,CN,BB,Online TA,D,1,8,0,1,3,4,424.8,106.2,4.0
2017-05,Resort Hotel,CN,BB,Online TA,E,5,28,0,4,10,14,1350.86,96.49,2.8
2017-05,Resort Hotel,CN,BB,Online TA,F,3,32,0,4,12,16,1749.6399999999999,109.35249999999999,5.333333333333333
2017-05,Resort Hotel,CN,BB,Online TA,G,2,14,0,2,5,7,1064.0,152.0,3.5
2017-05,Resort Hotel,CPV,BB,Online TA,A,2,8,0,3,1,4,322.0,80.5,2.0
2017-05,Resort Hotel,CUB,BB,Direct,E,1,2,0,0,1,1,115.0,115.0,1.0
2017-05,Resort Hotel,CUB,BB,Online TA,A,1,6,0,2,1,3,270.0,90.0,3.0
2017-05,Resort Hotel,CZE,HB,Online TA,A,1,12,0,2,4,6,531.3,88.55,6.0
2017-05,Resort Hotel,DEU,BB,Direct,A,2,14,0,2,5,7,674.0,96.28571428571429,3.5
2017-05,Resort Hotel,DEU,BB,Direct,D,1,14,0,2,5,7,857.99,122.57000000000001,7.0
2017-05,Resort Hotel,DEU,BB,Direct,F,1,28,0,4,10,14,2156.0,154.0,14.0
2017-05,Resort Hotel,DEU,BB,Offline TA/TO,A,2,40,0,7,13,20,886.0,44.3,10.0
2017-05,Resort Hotel,DEU,BB,Offline TA/TO,D,4,10,0,1,4,5,354.0,70.8,1.25
2017-05,Resort Hotel,DEU,BB,Offline TA/TO,E,2,12,0,0,6,6,429.6,71.60000000000001,3.0
2017-05,Resort Hotel,DEU,BB,Online TA,A,7,54,0,6,21,27,2168.82,80.32666666666667,3.857142857142857
2017-05,Resort Hotel,DEU,BB,Online TA,D,4,37,7,8,14,22,2359.97,107.27136363636363,5.5
2017-05,Resort Hotel,DEU,BB,Online TA,E,2,10,0,2,3,5,455.5,91.1,2.5
2017-05,Resort Hotel,DEU,BB,Online TA,G,1,6,0,0,3,3,465.0,155.0,3.0
2017-05,Resort Hotel,DEU,HB,Offline TA/TO,A,5,42,0,12,30,42,2352.0,56.0,8.4
2017-05,Resort Hotel,DEU,HB,Offline TA/TO,D,1,20,0,4,6,10,798.5,79.85,10.0
2017-05,Resort Hotel,DEU,HB,Offline TA/TO,E,3,60,0,9,21,30,2561.8500000000004,85.39500000000001,10.0
2017-05,Resort Hotel,DEU,HB,Online TA,A,3,20,0,2,10,12,1348.0,112.33333333333333,4.0
2017-05,Resort Hotel,DEU,HB,Online TA,E,1,4,0,0,2,2,237.6,118.8,2.0
2017-05,Resort Hotel,DNK,BB,Online TA,A,1,14,0,2,5,7,528.01,75.42999999999999,7.0
2017-05,Resort Hotel,DOM,HB,Online TA,E,1,20,0,3,7,10,1323.0,132.3,10.0
2017-05,Resort Hotel,ESP,BB,Direct,A,10,40,0,3,19,22,2050.26,93.19363636363637,2.2
2017-05,Resort Hotel,ESP,BB,Direct,C,1,6,6,1,2,3,375.0,125.0,3.0
2017-05,Resort Hotel,ESP,BB,Direct,D,3,12,0,2,4,6,596.0,99.33333333333333,2.0
2017-05,Resort Hotel,ESP,BB,Direct,E,1,4,0,1,1,2,250.0,125.0,2.0
2017-05,Resort Hotel,ESP,BB,Direct,F,1,14,0,2,5,7,1029.0,147.0,7.0
2017-05,Resort Hotel,ESP,BB,Offline TA/TO,A,2,8,0,1,3,4,196.4,49.1,2.0
2017-05,Resort Hotel,ESP,BB,Online TA,A,14,59,0,6,27,33,2938.5,89.04545454545455,2.357142857142857
2017-05,Resort Hotel,ESP,BB,Online TA,D,1,8,0,0,4,4,447.0,111.75,4.0
2017-05,Resort Hotel,ESP,BB,Online TA,E,5,30,2,3,12,15,1841.0,122.73333333333333,3.0
2017-05,Resort Hotel,ESP,HB,Offline TA/TO,A,2,10,2,1,4,5,395.20000000000005,79.04,2.5
2017-05,Resort Hotel,ESP,HB,Online TA,A,5,16,0,2,7,9,1014.6,112.73333333333333,1.8
2017-05,Resort Hotel,ESP,HB,Online TA,D,4,18,0,2,7,9,1196.0,132.88888888888889,2.25
2017-05,Resort Hotel,ESP,HB,Online TA,E,3,24,0,6,6,12,1764.0,147.0,4.0
2017-05,Resort Hotel,ESP,HB,Online TA,G,1,12,0,0,4,4,850.0,212.5,4.0
2017-05,Resort Hotel,ESP,HB,Online TA,H,2,15,5,0,5,5,1080.7,216.14000000000001,2.5
2017-05,Resort Hotel,FIN,BB,Direct,D,1,18,0,2,7,9,893.52,99.28,9.0
2017-05,Resort Hotel,FIN,BB,Direct,F,1,6,0,2,1,3,426.0,142.0,3.0
2017-05,Resort Hotel,FIN,BB,Online TA,A,1,28,0,4,10,14,889.98,63.57,14.0
2017-05,Resort Hotel,FIN,BB,Online TA,E,1,36,0,4,14,18,1494.0,83.0,18.0
2017-05,Resort Hotel,FRA,BB,Direct,A,6,43,0,5,18,23,2298.0600000000004,99.91565217391306,3.8333333333333335
2017-05,Resort Hotel,FRA,BB,Direct,D,1,4,0,0,2,2,212.0,106.0,2.0
2017-05,Resort Hotel,FRA,BB,Direct,F,1,6,0,1,2,3,381.0,127.0,3.0
2017-05,Resort Hotel,FRA,BB,Offline TA/TO,A,3,26,0,6,9,15,690.4000000000001,46.02666666666667,5.0
2017-05,Resort Hotel,FRA,BB,Offline TA/TO,E,1,9,0,0,3,3,283.44,94.48,3.0
2017-05,Resort Hotel,FRA,BB,Online TA,A,24,142,0,17,54,71,6075.48,85.57014084507041,2.9583333333333335
2017-05,Resort Hotel,FRA,BB,Online TA,D,5,42,0,8,13,21,1900.5900000000001,90.50428571428571,4.2
2017-05,Resort Hotel,FRA,BB,Online TA,E,6,34,0,6,11,17,1886.0,110.94117647058823,2.8333333333333335
2017-05,Resort Hotel,FRA,BB,Online TA,G,1,21,0,2,5,7,1190.0,170.0,7.0
2017-05,Resort Hotel,FRA,FB,Direct,E,2,28,0,4,10,14,2429.0,173.5,7.0
2017-05,Resort Hotel,FRA,HB,Direct,E,1,12,0,2,4,6,607.6800000000001,101.28000000000002,6.0
2017-05,Resort Hotel,FRA,HB,Direct,F,2,24,0,2,10,12,1979.0,164.91666666666666,6.0
2017-05,Resort Hotel,FRA,HB,Offline TA/TO,A,2,40,0,5,15,20,1285.12,64.256,10.0
2017-05,Resort Hotel,FRA,HB,Online TA,A,1,14,0,2,5,7,599.13,85.59,7.0
2017-05,Resort Hotel,FRA,HB,Online TA,D,3,30,0,4,11,15,2036.0,135.73333333333332,5.0
2017-05,Resort Hotel,FRA,HB,Online TA,E,2,10,0,1,4,5,714.99,142.998,2.5
2017-05,Resort Hotel,GBR,BB,Direct,A,6,20,1,4,6,10,873.25,87.325,1.6666666666666667
2017-05,Resort Hotel,GBR,BB,Direct,C,1,12,12,2,4,6,576.0,96.0,6.0
2017-05,Resort Hotel,GBR,BB,Direct,D,4,32,0,6,10,16,1632.17,102.010625,4.0
2017-05,Resort Hotel,GBR,BB,Direct,E,2,6,0,2,1,3,405.0,135.0,1.5
2017-05,Resort Hotel,GBR,BB,Direct,F,4,54,0,8,19,27,4371.99,161.92555555555555,6.75
2017-05,Resort Hotel,GBR,BB,Direct,G,3,32,14,4,12,16,2466.98,154.18625,5.333333333333333
2017-05,Resort Hotel,GBR,BB,Groups,A,23,203,17,22,85,107,6499.85,60.746261682242995,4.6521739130434785
2017-05,Resort Hotel,GBR,BB,Groups,C,4,42,29,4,17,21,1709.0099999999998,81.38142857142856,5.25
2017-05,Resort Hotel,GBR,BB,Groups,D,19,103,3,6,58,64,4046.0,63.21875,3.3684210526315788
2017-05,Resort Hotel,GBR,BB,Offline TA/TO,A,70,995,52,151,385,536,26556.24,49.54522388059702,7.6571428571428575
2017-05,Resort Hotel,GBR,BB,Offline TA/TO,D,53,772,7,109,281,390,22770.61,58.38617948717949,7.3584905660377355
2017-05,Resort Hotel,GBR,BB,Offline TA/TO,E,8,148,0,22,52,74,5212.7,70.44189189189188,9.25
2017-05,Resort Hotel,GBR,BB,Online TA,A,43,340,0,51,123,174,12734.84,73.1887356321839,4.046511627906977
2017-05,Resort Hotel,GBR,BB,Online TA,C,1,8,0,1,3,4,381.92,95.48,4.0
2017-05,Resort Hotel,GBR,BB,Online TA,D,18,204,7,29,74,103,8049.63,78.15174757281554,5.722222222222222
2017-05,Resort Hotel,GBR,BB,Online TA,E,13,138,0,22,47,69,5943.13,86.13231884057971,5.3076923076923075
2017-05,Resort Hotel,GBR,BB,Online TA,F,3,24,0,4,8,12,1279.4,106.61666666666667,4.0
2017-05,Resort Hotel,GBR,BB,Online TA,G,6,61,6,7,19,26,3614.96,139.03692307692307,4.333333333333333
2017-05,Resort Hotel,GBR,FB,Offline TA/TO,E,1,6,0,1,2,3,386.09999999999997,128.7,3.0
2017-05,Resort Hotel,GBR,FB,Online TA,D,2,52,0,8,18,26,3088.7999999999997,118.79999999999998,13.0
2017-05,Resort Hotel,GBR,HB,Direct,C,1,14,0,2,5,7,921.41,131.63,7.0
2017-05,Resort Hotel,GBR,HB,Direct,E,1,10,0,2,3,5,784.0,156.8,5.0
2017-05,Resort Hotel,GBR,HB,Direct,H,1,12,0,1,5,6,1212.0,202.0,6.0
2017-05,Resort Hotel,GBR,HB,Groups,A,8,56,0,0,32,32,2404.0,75.125,4.0
2017-05,Resort Hotel,GBR,HB,Groups,D,5,40,0,1,21,22,1922.0,87.36363636363636,4.4
2017-05,Resort Hotel,GBR,HB,Groups,E,16,124,0,0,64,64,6434.0,100.53125,4.0
2017-05,Resort Hotel,GBR,HB,Offline TA/TO,A,28,394,0,66,162,228,15692.57,68.82706140350876,8.142857142857142
2017-05,Resort Hotel,GBR,HB,Offline TA/TO,D,24,417,0,63,149,212,19519.95,92.07523584905661,8.833333333333334
2017-05,Resort Hotel,GBR,HB,Offline TA/TO,E,11,154,7,23,54,77,7960.28,103.38025974025973,7.0
2017-05,Resort Hotel,GBR,HB,Online TA,A,5,39,0,7,14,21,2022.8600000000001,96.32666666666667,4.2
2017-05,Resort Hotel,GBR,HB,Online TA,C,1,14,14,2,5,7,1259.58,179.94,7.0
2017-05,Resort Hotel,GBR,HB,Online TA,D,2,18,0,3,6,9,1428.0,158.66666666666666,4.5
2017-05,Resort Hotel,GBR,HB,Online TA,E,3,42,0,8,13,21,3034.98,144.52285714285713,7.0
2017-05,Resort Hotel,GBR,HB,Online TA,G,3,36,36,6,12,18,3733.98,207.44333333333333,6.0
2017-05,Resort Hotel,GBR,Undefined,Offline TA/TO,A,1,14,0,4,10,14,1105.3,78.95,14.0
2017-05,Resort Hotel,HRV,HB,Offline TA/TO,A,2,20,0,2,8,10,773.5,77.35,5.0
2017-05,Resort Hotel,HUN,BB,Online TA,A,1,4,0,0,2,2,170.0,85.0,2.0
2017-05,Resort Hotel,HUN,HB,Offline TA/TO,D,1,14,0,2,5,7,554.4,79.2,7.0
2017-05,Resort Hotel,IND,BB,Online TA,A,1,8,0,1,3,4,488.0,122.0,4.0
2017-05,Resort Hotel,IND,BB,Online TA,E,1,6,3,0,3,3,413.70000000000005,137.9,3.0
2017-05,Resort Hotel,IND,BB,Online TA,G,1,8,4,2,2,4,704.0,176.0,4.0
2017-05,Resort Hotel,IND,HB,Online TA,D,1,6,0,0,3,3,408.0,136.0,3.0
2017-05,Resort Hotel,IND,HB,Online TA,H,1,3,1,0,1,1,180.0,180.0,1.0
2017-05,Resort Hotel,IRL,BB,Direct,A,6,58,1,9,20,29,2204.5,76.01724137931035,4.833333333333333
2017-05,Resort Hotel,IRL,BB,Direct,D,4,67,0,8,22,30,2969.68,98.98933333333333,7.5
2017-05,Resort Hotel,IRL,BB,Direct,E,3,40,0,5,15,20,2221.02,111.051,6.666666666666667
2017-05,Resort Hotel,IRL,BB,Direct,F,6,90,0,14,31,45,5814.02,129.20044444444446,7.5
2017-05,Resort Hotel,IRL,BB,Direct,H,2,23,0,2,7,9,1490.0,165.55555555555554,4.5
2017-05,Resort Hotel,IRL,BB,Groups,A,4,28,0,8,20,28,1218.0,43.5,7.0
2017-05,Resort Hotel,IRL,BB,Offline TA/TO,A,14,171,7,26,70,96,4941.29,51.47177083333333,6.857142857142857
2017-05,Resort Hotel,IRL,BB,Offline TA/TO,D,5,51,0,10,19,29,1603.3700000000001,55.288620689655176,5.8
2017-05,Resort Hotel,IRL,BB,Offline TA/TO,E,1,14,0,2,5,7,467.59999999999997,66.8,7.0
2017-05,Resort Hotel,IRL,BB,Online TA,A,24,284,1,41,101,142,10261.36,72.2630985915493,5.916666666666667
2017-05,Resort Hotel,IRL,BB,Online TA,D,16,166,0,18,65,83,8041.97,96.8912048192771,5.1875
2017-05,Resort Hotel,IRL,BB,Online TA,E,8,100,0,15,35,50,5067.76,101.35520000000001,6.25
2017-05,Resort Hotel,IRL,BB,Online TA,F,1,10,0,2,3,5,540.0,108.0,5.0
2017-05,Resort Hotel,IRL,BB,Online TA,G,3,26,2,4,9,13,2212.0,170.15384615384616,4.333333333333333
2017-05,Resort Hotel,IRL,BB,Online TA,H,1,12,0,1,3,4,640.0,160.0,4.0
2017-05,Resort Hotel,IRL,HB,Direct,D,2,45,0,6,12,18,2411.0099999999998,133.945,9.0
2017-05,Resort Hotel,IRL,HB,Direct,F,1,14,0,2,5,7,1145.97,163.71,7.0
2017-05,Resort Hotel,IRL,HB,Groups,A,16,161,0,32,80,112,7777.98,69.44624999999999,7.0
2017-05,Resort Hotel,IRL,HB,Groups,D,5,70,0,10,25,35,3178.0,90.8,7.0
2017-05,Resort Hotel,IRL,HB,Groups,E,9,116,0,16,44,60,6004.01,100.06683333333334,6.666666666666667
2017-05,Resort Hotel,IRL,HB,Offline TA/TO,A,2,28,0,4,10,14,1024.8000000000002,73.20000000000002,7.0
2017-05,Resort Hotel,IRL,HB,Offline TA/TO,D,1,20,0,3,7,10,808.5,80.85,10.0
2017-05,Resort Hotel,IRL,HB,Online TA,A,2,15,0,3,5,8,834.0,104.25,4.0
2017-05,Resort Hotel,IRL,HB,Online TA,F,3,50,0,6,19,25,3772.51,150.90040000000002,8.333333333333334
2017-05,Resort Hotel,IRL,SC,Groups,A,1,14,0,2,5,7,14.0,2.0,7.0
2017-05,Resort Hotel,ISR,BB,Online TA,D,2,3,0,2,0,2,194.2,97.1,1.0
2017-05,Resort Hotel,ITA,BB,Direct,A,2,6,0,1,2,3,245.0,81.66666666666667,1.5
2017-05,Resort Hotel,ITA,BB,Direct,C,1,10,5,1,4,5,675.5,135.1,5.0
2017-05,Resort Hotel,ITA,BB,Direct,E,1,2,0,1,0,1,115.0,115.0,1.0
2017-05,Resort Hotel,ITA,BB,Offline TA/TO,A,1,3,0,1,2,3,144.0,48.0,3.0
